text	to_user_id	from_user	id	from_user_id	iso_language_code	source	profile_image_url	geo_type	geo_coordinates_0	geo_coordinates_1	created_at	time
kl 15 blir det karaoke i tidningsutgivarnas monter under ledning av kaend medieprofil, en laat: lajv lifts us up where we belong. #bokmaessan		bakjour	779646346722697216	2259492546	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:39:08 +0000 2016	1474717148
nu @peterpomeranzev o @stinahenschen paa #itorget #bokmaessan om boken ingenting aer sant o allting aer moejligt. live:https://t.co/jw687zrefe		uniontounion	779646233899966464	525216535	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/513581859/lo-tco.jpg		0	0	sat sep 24 11:38:41 +0000 2016	1474717121
spaning paa #bokmaessan tydligen aer foerfattare sjaelvupptagna maenniskor. mina paasar aer foer tunga. dags att ge sig foer… https://t.co/llj2m6dusf		teresemortvik	779646233249996800	95901875	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://pbs.twimg.com/profile_background_images/248930201/kreativblogg_bg_floral_pattern_light_gray.jpg		0	0	sat sep 24 11:38:41 +0000 2016	1474717121
ida boerjel laeser ur ma. #bokmaessan #dagensbok #rumfoerpoesi https://t.co/hzaejwqa0a		annamcarlen	779646208516194304	194282445	sv	<a href="http://instagram.com" rel="nofollow">instagram</a>	http://pbs.twimg.com/profile_background_images/290926150/pelargon2.jpg		0	0	sat sep 24 11:38:35 +0000 2016	1474717115
rt @litteraturm: nu kan festhelgen boerja i maessans baesta monter :) sandra och linus aer paa plats  #bokmaessan… https://t.co/05tqjglqgk		utsiktens	779646086101266432	343203002	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:38:06 +0000 2016	1474717086
koept finaste affischen i @stiftelsenexpo 's monter. #tips #bokmaessan https://t.co/txsft49qzp		jonnasima	779646029465542656	25311688	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/378800000175378752/h9mexarp.jpeg		0	0	sat sep 24 11:37:53 +0000 2016	1474717073
nu naer #bokmaessan aer igaang. laes!  kroenika i efter bokmaessan aer fascisterna de enda vinnarna https://t.co/mdnvxivsqv #svpol #vpol #nyatider		arbetarklassnu	779645877480722432	588313479	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme6/bg.gif		0	0	sat sep 24 11:37:16 +0000 2016	1474717036
missa inte: thorsten flinck aentrar strax scenen i monter f01:39. kommer detta bli #bokmaessan s mest spaennande prat?… https://t.co/x8vstqtgrs		expressenkultur	779645839274835968	19179185	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/87147560/expressenbakgrund1.jpg		0	0	sat sep 24 11:37:07 +0000 2016	1474717027
13.40 paa internationela torget. jag aer gina. #bokmaessan https://t.co/ztnpvzlv5f		fumarunsgaard	779645571753734144	108260255	sv	<a href="http://instagram.com" rel="nofollow">instagram</a>	http://pbs.twimg.com/profile_background_images/77793207/hollandpark_library2.jpg		0	0	sat sep 24 11:36:04 +0000 2016	1474716964
rt @marie_wo: fullt staahej naer @biskopantje moeter karen armstrong, tema religion o vaald. #mysemaenniskan #bokmaessan #svenskakyrkan https://t…		utsiktens	779645501864079361	343203002	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:35:47 +0000 2016	1474716947
rt @robertklavus: ska lyssna paa katarina wennstam och boken #flickanochskammen #bokmaessan https://t.co/ltzwmqyatu		utsiktens	779645451716988928	343203002	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:35:35 +0000 2016	1474716935
naagon paa #bokmassan som har en "bokaelskare mot rasism"-kasse extra? jag var foer laangsam :(		emanu_g	779645451322662912	526336172	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:35:35 +0000 2016	1474716935
kaellkritik paagaar -- nya tider granskas hos vof @swedishskeptics d04:33 #bokmaessan https://t.co/q7n1omi1ea		faktoider	779644984098222080	219704813	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme10/bg.gif		0	0	sat sep 24 11:33:43 +0000 2016	1474716823
obs! @kakancookiejar kommer till monter f01:39 klockan 17.40 i dag. haer aer hela schemat: https://t.co/p6lxkmo0ne… https://t.co/ppxw9i5s84		expressenkultur	779644855341449216	19179185	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/87147560/expressenbakgrund1.jpg		0	0	sat sep 24 11:33:13 +0000 2016	1474716793
vi @a_molander @annamianilsson haer. kom och faa fairtradefika och "tjoeta" med oss. c05:21 #bokmaessan #laerarfoerbundet https://t.co/ga5qqdp3zy		annamianilsson	779644713867632641	1236149346	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:32:39 +0000 2016	1474716759
fullsatt i montern naer @erikahallhagen samtalar med @kappelinoo aer hos @svd paa #bokmaessan https://t.co/0zk7hr6kgq		a_liljeblad	779644667172380672	139490885	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme13/bg.gif		0	0	sat sep 24 11:32:28 +0000 2016	1474716748
rt @urplay: vad gaar foerlorat i en flykt fraan ett annat land? se foerfattarna @qaismah, nagra efendic m.fl. fraan #bokmaessan. https://t.co/ign…		jessicaheklund	779644605503512576	2669055582	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:32:13 +0000 2016	1474716733
en av hoejdpunkterna paa #bokmaessan aer att traeffa sina favorit vaenninor.  som @almakirlic &lt;3 https://t.co/zklwklqx84		saraabdollahi__	779644148223709184	456000467	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/439982651294773248/kz0l2vg9.jpeg		0	0	sat sep 24 11:30:24 +0000 2016	1474716624
alla pokémonjaegare paa #bokmaessan faar fan ge sig nu.		sthlmunderytan	779644053755494400	207988988	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme14/bg.gif		0	0	sat sep 24 11:30:02 +0000 2016	1474716602
om aarhundradets kaerlekar med ebba witt-brattstroem och ingrid elam. #bokmaessan https://t.co/opddvor3hd		birgittajekblom	779643792815185920	72873310	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:28:59 +0000 2016	1474716539
strax traeffar du cecilia davidsson som bl a har aaterberaettat utvandrarna foer @llforlaget i vaar monter c04:22 #bokmaessan #laettlaest #laessinnen		mtmedier	779643581451661312	373965943	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/526744156840812545/ernt-g7p.jpeg		0	0	sat sep 24 11:28:09 +0000 2016	1474716489
det graensoeverskridande &amp; dubbel identitet aer centrala teman i taïas foerfattarskap. han ser det som en perfekt grogrund foer litt. #bokmaessan		johannalundin86	779643109776953345	1420155548	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme16/bg.gif		0	0	sat sep 24 11:26:17 +0000 2016	1474716377
rt @detnyalandet: nivin yosef pratar paa #bokmaessan om barns behov av att prata om sin situation, sin erfarenhet av #flykt. klart att #detny…		feelgoodbibblan	779643089111683072	578143434	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	sat sep 24 11:26:12 +0000 2016	1474716372
rt @repfgoteborg: vaelkommen foerbi vaar monter (c01:06) paa #bokmaessan! vi aer paa plats hela helgen. just nu bemannas den av katharina och ulla…		qappi	779643071382323200	118198445	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:26:07 +0000 2016	1474716367
hur faar man fotbollskillar att boerja laesa? didaktorn moeter @karinwahlen - just nu i @ur s monter paa #bokmaessan https://t.co/uqgwixa2le		didaktorn	779642838912995329	3434066597	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:25:12 +0000 2016	1474716312
abdellah pratar om sin strategi att bli baettre aen de som foertryckte honom som fattig homosexuell. boerjade laesa fransk litteratur. #bokmaessan		johannalundin86	779642781526523905	1420155548	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme16/bg.gif		0	0	sat sep 24 11:24:58 +0000 2016	1474716298
rt @ursamtiden: vaar personal vilar aldrig! tredje dagens direktsaendningar fraan #bokmaessan rullar paa @urplay https://t.co/laaiuntje7		cbatal	779642451636215808	303672476	sv	<a href="https://mobile.twitter.com" rel="nofollow">mobile web (m5)</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:23:40 +0000 2016	1474716220
nu paa #pedagogikscenen @lararforbundet martina lundstroem #bokmaessan https://t.co/xqeony63vr		annamianilsson	779642379963920384	1236149346	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:23:23 +0000 2016	1474716203
rt @angelagui_: lyssna paa mig och @olawong paa yttrandefrihetsscenen kl 13 idag #bokmaessan https://t.co/yolfjx3mso		yangfulei	779641689799532544	3291171027	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:20:38 +0000 2016	1474716038
nu paa #pedagogikscenen: vilken roll har barnen paa #foerskolan? hoer @martinal71 i monter c05:21.… https://t.co/zvbcdsn2cr		lararforbundet	779641540817760256	18896828	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/440429186197360640/pfmkmeyq.png		0	0	sat sep 24 11:20:03 +0000 2016	1474716003
aangestframkallande paa alla saett och vis. jag smyger runt, foersoeker mota bort paniken, lyckas med liten framgaang. #bokmaessan		vildavilda	779641539693805568	136056197	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme18/bg.gif		0	0	sat sep 24 11:20:02 +0000 2016	1474716002
"kan man leva paa en oedergaard" se #forskartorget paa #bokmaessan https://t.co/lfrwn5krpk @… https://t.co/hf2zknlion		umefoto	779641479341813760	28638596	sv	<a href="http://instagram.com" rel="nofollow">instagram</a>	http://abs.twimg.com/images/themes/theme4/bg.gif	point	57.69810489	11.99100851	sat sep 24 11:19:48 +0000 2016	1474715988
ska hundar haengas och braennas? ska hundar kokas i hett vatten levande? finns det naagon bok om djurtortyr paa… https://t.co/rajsuwxgr3		langlang_u_age	779641446894796801	439034383	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme2/bg.gif		0	0	sat sep 24 11:19:40 +0000 2016	1474715980
rt @charlieafnord: aelskar naer jag vinner utmaerkelser fraan kaerleksvaenstern. foersta plats ocksaa 👍 #detgodahatet #braargument #bokmaessan https…		wedholmen	779641402569420800	717887427260653570	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>			0	0	sat sep 24 11:19:30 +0000 2016	1474715970
rt @urplay: vad gaar foerlorat i en flykt fraan ett annat land? se foerfattarna @qaismah, nagra efendic m.fl. fraan #bokmaessan. https://t.co/ign…		qaismah	779641380931002368	19159932	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	sat sep 24 11:19:24 +0000 2016	1474715964
gptv live bokmaessan: meg wolitzer: "vi behoever ocksaa ett ord foer 'kulturmannen'" https://t.co/22hs6cmrww #bokmaessan https://t.co/ey9z6r7wzu		goteborgsposten	779641024259973120	48356270	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme4/bg.gif		0	0	sat sep 24 11:17:59 +0000 2016	1474715879
abdellah taias ett arabiskt vemod var en fin laesupplevelse. hans intressanta samtal med @johanhilton paa #bokmaessan nu goer mig sugen paa mer.		manierahl	779640931649716224	1311527558	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:17:37 +0000 2016	1474715857
abdellah taïa talar om sitt foerfattarskap. #bokmaessan https://t.co/qzpbzcyfnw		pumpmannensfru	779640697083273217	139334374	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme2/bg.gif		0	0	sat sep 24 11:16:41 +0000 2016	1474715801
rt @bonnier: leif gw persson tackar laesarna - och de aer maanga! fullt tryck hos @bonnierforlagen #bokmaessan https://t.co/0cpaqfnqcs		bonnierforlagen	779640531953520641	2315224566	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:16:02 +0000 2016	1474715762
intervju med gustafson &amp; kant om singoeserien, kl 13.30 paa crimescene e00:01. #bokmaessan #crimescene https://t.co/r9p4xc8dyq		bokfabriken	779640279338930177	2293374624	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:15:02 +0000 2016	1474715702
"normkritiska teorier aer en genvaeg i en tid naer universiteten inte hinner laera ut riktig kulturhistoria" saeger johan lundberg #bokmaessan		johanssonheino	779640241464508416	90226829	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme18/bg.gif		0	0	sat sep 24 11:14:53 +0000 2016	1474715693
mattias loennebo signerar nu! vaelkomna till verbums monter paa oevre plan. @mattiaslonnebo @bokmassangbg #bokmaessan… https://t.co/ynktvueqyl		verbum_ab	779640220895641600	25321945	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/451710832670277632/8b9zwlba.jpeg		0	0	sat sep 24 11:14:48 +0000 2016	1474715688
rt @stiftelsenexpo: kl 13 beraettar daniel poohl om expos granskning av hoegerextrema nyhetsmedier. inte missa! b06:40 #bokmaessan		alisabosnic	779640204156084225	1197238075	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:14:44 +0000 2016	1474715684
om kvadratmeterpriset paa #bokmaessan (thomas nydahl). de som vill kringskaera yttrandefriheten flockas till goeteborg. https://t.co/ljova25b9c		northernnotes	779640170001866752	38700583	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/68591823/img_6754_liten.jpg		0	0	sat sep 24 11:14:36 +0000 2016	1474715676
che guevaras brorson beraettar att han gaerna aat steka eller kokta aegg paa vaeg till skolan. #bokmaessan https://t.co/qhmsjlxqki		tobbelajs	779640068579483648	172859248	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:14:12 +0000 2016	1474715652
rt @lararnas: jonas hall, finalist till guldaepplet 2016, beraettar foer #laerarpodden om digitala verktyg foer matematik.#bokmaessan https://t.c…		mathieublossier	779640030436425728	2418585473	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:14:02 +0000 2016	1474715642
just nu samtalar @linakalmteg om debuten "jag saag livet tvingas i mig". om aetstoerningar. #dagensbok #bokmaessan https://t.co/aniqso6l6v		annalivet	779639606568509440	266227216	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme5/bg.gif		0	0	sat sep 24 11:12:21 +0000 2016	1474715541
daniel @poohl i b06:40 om "propagandakriget". laes ocksaa: https://t.co/fiw0ustsgb https://t.co/q8wflsriph… https://t.co/wal0cksgu5		jonathanleman	779639167844253696	67268156	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/378800000181684256/6k2o99vp.jpeg		0	0	sat sep 24 11:10:37 +0000 2016	1474715437
rt @charlieafnord: aelskar naer jag vinner utmaerkelser fraan kaerleksvaenstern. foersta plats ocksaa 👍 #detgodahatet #braargument #bokmaessan https…		swedensfuture	779639153067786240	291046009	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/421109041/aurora_kuenzli_big.jpg		0	0	sat sep 24 11:10:33 +0000 2016	1474715433
rt @birgittajekblom: program i flera dagar paa den nya pedagogikscenen som drivs av @lararforbundet #bokmaessan https://t.co/j8jl5gpang		carlssoneva	779638340404510724	320667053	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:07:19 +0000 2016	1474715239
daniel poohl beraettar om expos granskning propagandakriget. #bokmaessan https://t.co/fitt24lkrv		stiftelsenexpo	779638201145237504	19225602	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/489774197866909697/dsuxmbu1.png		0	0	sat sep 24 11:06:46 +0000 2016	1474715206
pregnant. i baade ord och personlighet. sofi oksanen #bokmaessan https://t.co/uwhmvyuspi		norrmo	779638001165078528	482745222	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:05:59 +0000 2016	1474715159
rt @charlieafnord: aelskar naer jag vinner utmaerkelser fraan kaerleksvaenstern. foersta plats ocksaa 👍 #detgodahatet #braargument #bokmaessan https…		robertklemedss1	779637775201103872	3002053934	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:05:05 +0000 2016	1474715105
alma-pristagaren meg rosoff oeverskott paa #bokmaessan https://t.co/dejtuyrnwb		ylvalagercrantz	779637701469495296	180372731	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme2/bg.gif		0	0	sat sep 24 11:04:47 +0000 2016	1474715087
samtalet mellan abdellah taïa och johan hilton aer nu igaang. abdellah boerjar med att beraetta att han inte ser sig so… https://t.co/7hsux65xis		johannalundin86	779637432627200001	1420155548	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme16/bg.gif		0	0	sat sep 24 11:03:43 +0000 2016	1474715023
ordet pisa aer foerbjudet i debatten. - men man faar goera litteraera referenser till till staden, saeger david lagercrantz. #bokmaessan		possumscriptum	779637046642110464	462757824	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme13/bg.gif		0	0	sat sep 24 11:02:11 +0000 2016	1474714931
adonis om de monoteistiska religionernas vaald, inte minst det spraakliga. #bokmaessan https://t.co/txlyibznnh		norrmo	779637025716727808	482745222	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 11:02:06 +0000 2016	1474714926
kom och prata digitala #laeromedel med oss i monter c05:01 du ocksaa! kika paa aemnesportalerna &amp; anmael dig till att pr… https://t.co/xslcacavmt		clioonlinese	779636436492582912	724516666739187712	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 10:59:46 +0000 2016	1474714786
rt @possumscriptum: @negrae : - alla vi som har foerflyttat oss ofrivilligt delar en erfarenhet. #bokmaessan		negrae	779636379861000192	18389162	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	sat sep 24 10:59:32 +0000 2016	1474714772
